"We will send you reminder to practice daily", "Θα σας στείλουμε υπενθύμιση για πρακτική καθημερινά"
"Weekly Reminders", "Εβδομαδιαίες υπενθυμίσεις"
"We will send you reminder to practice weekly", "Θα σας στείλουμε υπενθύμιση για πρακτική εβδομαδιαία"
"Tips & Promotions", "Συμβουλές & Προσφορές"
"Decide if you like us to send you tips for using the app or new promotions", "Αποφασίστε αν θέλετε να σας στείλουμε συμβουλές για τη χρήση της εφαρμογής ή για νέες προσφορές"
"Usability Tips", "Συμβουλές χρηστικότητας"
"How to effectively use the app", "Πώς να χρησιμοποιήσετε αποτελεσματικά την εφαρμογή"
"Promotions", "Προσφορές"
"Let us notify you when we have a discount for the subscription", "Ενημερώστε μας όταν έχουμε έκπτωση για τη συνδρομή"
"Subscriptions", "Συνδρομές"
"Manage your subscriptions and Leeloo Premium purchases and switch between plans.", "Διαχειριστείτε τις συνδρομές σας και τις αγορές Leeloo Premium και κάντε εναλλαγή μεταξύ των προγραμμάτων."
"In order to cancel a subscription, please go to your device or market settings and subscriptions.", "Για να ακυρώσετε μια συνδρομή, μεταβείτε στη συσκευή ή τις ρυθμίσεις αγοράς και τις συνδρομές σας."
"You can't downgrade your lifetime premium subscription.", "Δεν μπορείτε να υποβαθμίσετε την premium συνδρομή διάρκειας ζωής σας."
"One-time payment", "Πληρωμή μιας φοράς"
"Recurring payment", "Επαναλαμβανόμενη πληρωμή"
"Sign Out", "Αποσύνδεση"
"Send Feedback", "Στείλετε τα σχόλιά σας"
"Open Source Licenses", "Άδειες ανοιχτού κώδικα"
"Privacy Policy", "Πολιτική απορρήτου"
"Terms of Service", "Όροι χρήσης"
"Remove My Data", "Κατάργηση των δεδομένων μου"
"Learn how we collect data and ask us to remove the collected data", "Μάθετε πώς συλλέγουμε δεδομένα και ζητήστε μας να καταργήσουμε τα συλλεγόμενα δεδομένα"
"We do not collect Personally Identifiable Information (PII) for kids, minors or intellectually disabled users with appointed guardians.", "Δεν συλλέγουμε πληροφορίες προσωπικής ταυτοποίησης (PII) για παιδιά, ανηλίκους ή χρήστες με διανοητική αναπηρία με διορισμένους κηδεμόνες."
"Following the guidelines of Children's Online Privacy Protection Act (COPPA), you can ask us to remove all your or your child's anonymous data anytime you want.", "Ακολουθώντας τις οδηγίες του νόμου για την προστασία της ιδιωτικής ζωής των παιδιών στο Διαδίκτυο (COPPA), μπορείτε να μας ζητήσετε να καταργήσουμε όλα τα ανώνυμα δεδομένα σας ή του παιδιού σας όποτε θέλετε."
"To learn more, read our Privacy Policy in the previous menu.", "Για να μάθετε περισσότερα, διαβάστε την Πολιτική απορρήτου στο προηγούμενο μενού."
"When you ask us to remove your data, we will remove your account and any data we collected about you or your child. Additionaly if you have a subscription, it will be terminated. And removed data will not be recoverable.", "Όταν μας ζητάτε να καταργήσουμε τα δεδομένα σας, θα καταργήσουμε τον λογαριασμό σας και τυχόν δεδομένα που συλλέξαμε για εσάς ή το παιδί σας. Επιπλέον, εάν έχετε συνδρομή, θα τερματιστεί. Και τα δεδομένα που έχουν αφαιρεθεί δεν θα είναι ανακτήσιμα."
"I understand, remove my data.", "Κατανοώ, καταργήστε τα δεδομένα μου."
"Parents Only", "Μόνο για γονείς"
"Drag and drop the key over padlock in order to unlock the Settings", "Σύρετε και αποθέστε το κλειδί πάνω από το λουκέτο για να ξεκλειδώσετε τις Ρυθμίσεις"
"Create a profile!", "Δημιουργήστε ένα προφίλ!"
"Choose a profile name or tell us the person who is going to use this application.", "Επιλέξτε ένα όνομα προφίλ ή πείτε μας το άτομο που πρόκειται να χρησιμοποιήσει αυτήν την εφαρμογή."
"Your Name", "Το όνομα σου"
"Choose an avatar!", "Επιλέξτε ένα avatar!"
"Choose an avatar for the person who is going to use this AAC application.", "Επιλέξτε ένα avatar για το άτομο που πρόκειται να χρησιμοποιήσει αυτήν την εφαρμογή AAC."
"Boy", "Αγόρι"
"Girl", "Κορίτσι"
"Mixed", "Μικτός"
"Congratulations, $1!", "Συγχαρητήρια, $1!"
"Your user profile has been completed. You can start using Leeloo AAC app", "Το προφίλ χρήστη σας έχει ολοκληρωθεί. Μπορείτε να ξεκινήσετε να χρησιμοποιείτε την εφαρμογή Leeloo AAC"
"Welcome to", "Καλωσόρισες στο"
"Leeloo AAC", "Leeloo AAC"
"Thank you for downloading Leeloo AAC, let's get started with setting up your leeloo profile.", "Σας ευχαριστούμε που κατεβάσατε το Leeloo AAC, ας ξεκινήσουμε με τη ρύθμιση του προφίλ σας leeloo."
"View other sign in options", "Προβολή άλλων επιλογών σύνδεσης"
"Who is using the app?", "Ποιος χρησιμοποιεί την εφαρμογή;"
"Search cards and phrases...", "Αναζήτηση καρτών και φράσεων ..."
"Unlock Leeloo Premium!", "Ξεκλειδώστε το Leeloo Premium!"
"Functionality of Leeloo AAC will always be free. Leeloo Premium offers +50 additional Assistive Card packs.", "Η λειτουργικότητα του Leeloo AAC θα είναι πάντα δωρεάν. Το Leeloo Premium προσφέρει +50 επιπλέον πακέτα βοηθητικών καρτών."
"Monthly", "Μηνιαίο"
"Try 3 days for FREE", "Δοκιμάστε 3 ημέρες ΔΩΡΕΑΝ"
"Then $1/year", "Τότε $1 / έτος"
"Lifetime", "Διάρκεια Ζωής"
"One-time Payment", "Πληρωμή μιας φοράς"
"SAVE $1%", "ΑΠΟΘΗΚΕΥΣΗ $1%"
"$1/mo", "$1 / μήνα"
"See the packs you will unlock", "Δείτε τα πακέτα που θα ξεκλειδώσετε"
"Scroll the cards right to see all of the premium assistive cards.", "Κάντε κύλιση προς τα δεξιά για να δείτε όλες τις premium κάρτες υποβοήθησης."
"$1 cards", "Κάρτες $1"
"$1 phrases", "Φράσεις $1"
"Start 3 days FREE Trial", "Ξεκινήστε ΔΩΡΕΑΝ δοκιμή 3 ημερών"
"Cancel anytime without cost", "Ακύρωση ανά πάσα στιγμή χωρίς κόστος"
"Free trial for 3 days only appy to yearly plan and during this time; you can cancel your subscription without any cost.", "Δωρεάν δοκιμή για 3 ημέρες μόνο για ετήσιο πρόγραμμα και κατά τη διάρκεια αυτής της περιόδου. μπορείτε να ακυρώσετε τη συνδρομή σας χωρίς κανένα κόστος."
"Make sure to review the seller platform Terms and Conditions before hand, if you have any problems or issues contact us and we will do everything we can to solve any problems you face.", "Βεβαιωθείτε ότι έχετε ελέγξει τους Όρους και Προϋποθέσεις της πλατφόρμας πωλητή πριν από την παραγγελία σας, εάν έχετε προβλήματα ή προβλήματα επικοινωνήστε μαζί μας και θα κάνουμε ό, τι μπορούμε για να λύσουμε τυχόν προβλήματα που αντιμετωπίζετε."
"Monthly and Yearly plans are recurring plans and Lifetime plan is a one-time payment plan, for subscriptions, unless auto-renew is turned off you will be charged the period price when the current period ends.", "Τα μηνιαία και ετήσια προγράμματα είναι επαναλαμβανόμενα προγράμματα και το πρόγραμμα διάρκειας ζωής είναι ένα εφάπαξ πρόγραμμα πληρωμών, για συνδρομές, εκτός αν απενεργοποιηθεί η αυτόματη ανανέωση, θα χρεωθείτε με την τιμή περιόδου όταν λήξει η τρέχουσα περίοδος."
"Keep in mind refunds are handled by the platforms and the refund times and policies might differ respect to the platform and the market you are subscribing from.", "Λάβετε υπόψη ότι οι επιστροφές χρημάτων γίνονται από τις πλατφόρμες και οι χρόνοι και οι πολιτικές επιστροφής χρημάτων ενδέχεται να διαφέρουν σε σχέση με την πλατφόρμα και την αγορά από την οποία εγγραφείτε."
"Please report accidental purchases to us the same day or at least in 24 hours using 'Send Feedback' page in App settings.", "Αναφέρετε τυχαίες αγορές σε εμάς την ίδια ημέρα ή τουλάχιστον σε 24 ώρες χρησιμοποιώντας τη σελίδα "Αποστολή σχολίων" στις Ρυθμίσεις εφαρμογής."
"Leeloo Premium", "Leeloo Premium"
"Subscribe to get more", "Εγγραφείτε για να λάβετε περισσότερα"
"Try 3 days for free", "Δοκιμάστε 3 ημέρες δωρεάν"
"Next", "Επόμενο"
"Start", "Αρχή"
"USE", "ΧΡΗΣΗ"
"USING", "ΧΡΗΣΙΜΟΠΟΙΩΝΤΑΣ"
"ADD", "ΠΡΟΣΘΗΚΗ"
"REMOVE", "ΑΦΑΙΡΩ"
"Your device doesn't support voice driver for this language. In order to use TTS capabilities, you need to install a voice driver. You can try 'Google TTS' app to install and manage drivers!", "Η συσκευή σας δεν υποστηρίζει πρόγραμμα οδήγησης φωνής για αυτήν τη γλώσσα. Για να χρησιμοποιήσετε τις δυνατότητες TTS, πρέπει να εγκαταστήσετε ένα πρόγραμμα οδήγησης φωνής. Μπορείτε να δοκιμάσετε την εφαρμογή "Google TTS" για να εγκαταστήσετε και να διαχειριστείτε προγράμματα οδήγησης!"
"Confirm Sign Out", "Επιβεβαίωση αποσύνδεσης"
"Keep in mind you can keep signed in, and don't have to sign out of your account every time.", "Λάβετε υπόψη ότι μπορείτε να συνεχίσετε να συνδέεστε και να μην χρειάζεται να αποσυνδεθείτε από τον λογαριασμό σας κάθε φορά."
"Remove Profile", "Κατάργηση προφίλ"
"Are you sure that you want to remove this profile, data created by this profile will also be removed.", "Είστε βέβαιοι ότι θέλετε να καταργήσετε αυτό το προφίλ, τα δεδομένα που δημιουργούνται από αυτό το προφίλ θα καταργηθούν επίσης."
"OK", "Εντάξει"
"Cancel", "Ματαίωση"
