"USE", "ANVÄNDA SIG AV"
"USING", "ANVÄNDER SIG AV"
"ADD", "LÄGG TILL"
"REMOVE", "AVLÄGSNA"
"Your device doesn't support voice driver for this language. In order to use TTS capabilities, you need to install a voice driver. You can try 'Google TTS' app to install and manage drivers!", "Din enhet stöder inte röstdrivrutin för det här språket. För att kunna använda TTS-funktioner måste du installera en röstdrivrutin. Du kan prova appen Google TTS för att installera och hantera drivrutiner!"
"Confirm Sign Out", "Bekräfta Logga ut"
"Keep in mind you can keep signed in, and don't have to sign out of your account every time.", "Kom ihåg att du kan hålla inloggad och inte behöver logga ut från ditt konto varje gång."
"Remove Profile", "Ta bort profil"
"Are you sure that you want to remove this profile, data created by this profile will also be removed.", "Är du säker på att du vill ta bort den här profilen kommer data som skapats av den här profilen också att tas bort."
"OK", "OK"
"Cancel", "Avbryt"
